customer_id,purchase_date,purchase_amount,product_category
1,2021-02-25,44.808336487637206,Books
1,2021-05-20,474.7749604818184,Books
1,2021-08-05,194.64942489792116,Electronics
1,2022-07-21,121.42385422978519,Sports
1,2023-06-15,118.28104443325859,Books
1,2023-08-26,45.60872708890798,Home & Garden
1,2023-09-08,183.4624221588089,Electronics
1,2023-12-13,336.81604332554457,Electronics
1,2023-12-15,147.30074734967397,Home & Garden
2,2021-01-17,253.1088730451256,Books
2,2021-01-22,338.61249569995834,Books
2,2021-03-15,498.6451850779176,Home & Garden
2,2021-04-25,389.6839810755427,Electronics
2,2021-08-21,339.33608544841155,Clothing
2,2021-09-28,78.30768658563728,Books
2,2021-12-28,349.42660206028614,Books
2,2021-12-30,156.04821017945667,Clothing
2,2022-10-01,120.90575643436814,Clothing
2,2022-10-04,211.40813652593332,Sports
2,2022-10-21,444.3520766943432,Books
2,2022-11-18,345.98240628142736,Clothing
2,2023-06-16,55.620356224890614,Books
2,2023-06-23,393.80606382836106,Home & Garden
2,2023-10-31,105.1940497908827,Electronics
3,2022-02-11,161.64373650479035,Sports
3,2022-04-05,260.93088917726163,Electronics
3,2022-04-24,493.18827160529753,Books
3,2022-09-08,453.57428313003686,Sports
3,2022-10-24,187.28561033739018,Electronics
3,2023-04-27,259.6465415435181,Clothing
3,2023-11-03,91.81719809955146,Electronics
4,2021-01-23,422.79109305371907,Clothing
4,2021-04-29,369.6620847264053,Electronics
4,2021-11-02,134.25621732822088,Electronics
4,2022-02-16,413.8396440668931,Electronics
4,2022-05-10,225.4247370571748,Home & Garden
4,2022-05-24,419.3001658206406,Sports
4,2023-05-04,291.07765039202485,Home & Garden
4,2023-05-13,324.96093260516466,Books
5,2021-06-09,490.27780009394957,Sports
5,2022-01-17,382.72812270210227,Home & Garden
5,2022-06-10,53.3433129359129,Books
5,2022-07-12,285.11001848239226,Sports
5,2022-08-12,161.22999777673581,Electronics
5,2022-08-27,180.33341509651493,Sports
5,2022-09-24,288.87780311615563,Sports
5,2022-10-10,330.28171599104786,Electronics
5,2023-01-27,43.492340276777455,Sports
6,2021-03-31,13.482796073051233,Electronics
6,2022-01-08,248.22069734228785,Sports
6,2022-02-26,454.33726375584126,Home & Garden
6,2022-03-17,194.73972976874398,Sports
6,2022-04-03,426.55648022061064,Clothing
6,2022-12-06,375.22164127313283,Electronics
6,2022-12-11,194.81829200936122,Books
6,2023-02-19,389.01452681964133,Books
6,2023-06-25,190.02145706156452,Home & Garden
6,2023-07-02,254.627113401421,Books
6,2023-08-16,169.5326482431709,Electronics
6,2023-09-19,237.16506798603842,Sports
6,2023-10-16,290.20568115631835,Electronics
7,2021-05-13,441.62667200747495,Clothing
7,2021-07-01,307.6071439457206,Clothing
7,2021-08-04,231.73272428231212,Sports
7,2021-11-26,51.89918011868936,Sports
7,2022-01-01,160.54709130538305,Books
7,2022-03-04,46.89770246325018,Home & Garden
7,2022-08-11,290.51188168996737,Home & Garden
7,2022-10-02,82.91627011390625,Clothing
7,2022-11-12,243.5436226942097,Clothing
7,2022-11-26,199.4497741847158,Books
7,2023-01-01,368.77377253647046,Books
7,2023-08-02,324.7260804509919,Electronics
7,2023-10-24,448.65135046672765,Home & Garden
8,2021-06-13,248.01946146530923,Electronics
8,2021-12-09,220.9094310572852,Books
8,2022-02-07,298.14338198936247,Home & Garden
8,2022-03-26,312.0260062616628,Electronics
8,2022-04-06,210.94103703724764,Clothing
8,2022-04-07,404.07455662579105,Electronics
8,2022-10-09,200.03233347518935,Home & Garden
8,2022-12-15,193.41952666029837,Books
8,2023-03-17,461.7582587650476,Books
8,2023-04-25,28.630705636352907,Home & Garden
8,2023-08-27,269.6486953114312,Sports
8,2023-11-19,217.43422063506677,Electronics
8,2023-12-05,130.67265971055488,Books
8,2023-12-12,217.1469139456014,Clothing
9,2021-06-02,327.73652756187994,Sports
9,2022-03-06,291.20407501418725,Sports
9,2022-09-22,231.5647482393161,Home & Garden
9,2022-11-28,11.814179347884256,Clothing
9,2023-10-26,360.5709721880707,Electronics
10,2021-02-18,412.21171598537694,Electronics
10,2021-04-02,377.63319644116814,Electronics
10,2021-05-10,10.168740312425125,Clothing
10,2021-06-07,138.31121356261374,Books
10,2021-07-11,211.92731866697616,Books
10,2021-10-29,311.83287062748775,Home & Garden
10,2021-12-11,301.59725429789796,Home & Garden
10,2021-12-19,481.8603215519831,Sports
10,2022-03-06,287.4439020061957,Electronics
10,2022-04-17,296.9399943580226,Books
10,2022-05-09,470.79667240847095,Books
10,2022-06-26,360.3007717047437,Clothing
10,2022-10-22,344.4824383994672,Clothing
10,2023-03-03,216.74681061609297,Books
10,2023-07-03,397.7358954341333,Electronics
10,2023-09-13,476.341477312793,Home & Garden
10,2023-12-04,331.8290622687156,Home & Garden
11,2021-02-11,215.13058946350975,Sports
11,2021-05-06,467.05792715398644,Electronics
11,2022-09-05,373.61472027279444,Clothing
11,2022-09-22,140.95675572206025,Sports
11,2023-01-14,334.5240179903264,Clothing
11,2023-01-31,65.37618642001942,Clothing
11,2023-03-04,479.3284595491454,Books
11,2023-11-02,351.28851990367565,Home & Garden
12,2021-03-08,378.69658315954604,Clothing
12,2021-03-24,98.62387705250731,Home & Garden
12,2021-03-28,328.64415107799243,Electronics
12,2021-04-01,295.6070702939901,Sports
12,2021-05-21,417.8581344338875,Electronics
12,2021-11-26,299.9413147572762,Sports
12,2021-11-29,473.14298295223324,Books
12,2022-04-21,273.9482802458622,Sports
12,2022-05-14,312.9444033255675,Electronics
12,2022-06-21,283.77186317288374,Books
12,2023-01-06,38.353309901276624,Books
12,2023-01-11,210.10946340867332,Clothing
12,2023-04-13,395.6181416967884,Home & Garden
12,2023-04-30,413.651264149571,Home & Garden
12,2023-07-10,126.36816075747792,Electronics
12,2023-07-26,91.37667764342171,Home & Garden
12,2023-09-11,259.94818350065543,Sports
13,2021-05-31,354.3636098113277,Books
13,2021-10-26,444.54745433979,Home & Garden
13,2021-10-30,304.64524392471407,Clothing
13,2022-05-16,13.955816460743025,Sports
13,2022-10-11,439.6912933860492,Sports
13,2022-10-26,464.8262298673213,Sports
13,2023-02-13,466.107883750569,Electronics
13,2023-07-04,310.42695714392835,Electronics
13,2023-11-08,231.57921476073398,Electronics
14,2021-01-28,273.78689341711686,Books
14,2021-04-08,474.5008492081834,Clothing
14,2021-05-13,265.7481323916427,Clothing
14,2021-09-03,161.6889825967334,Electronics
14,2021-09-14,207.94837881851095,Electronics
14,2021-09-28,401.54421629746383,Home & Garden
14,2021-10-15,232.83452785080394,Clothing
14,2022-05-11,363.58163371576927,Home & Garden
14,2023-01-13,417.92436348312344,Sports
14,2023-06-30,122.18896823527267,Home & Garden
14,2023-12-16,238.6406751730416,Clothing
15,2022-03-17,273.4477473539628,Home & Garden
15,2023-01-18,161.91070464589018,Sports
15,2023-06-30,135.9153380823808,Books
15,2023-08-13,346.82105721600016,Electronics
15,2023-09-02,326.5239549617317,Home & Garden
16,2021-04-21,419.8718639163259,Home & Garden
16,2021-08-03,482.7392204220974,Sports
16,2021-08-04,370.1082922581877,Home & Garden
16,2021-09-01,480.1254019131708,Electronics
16,2021-10-10,472.9693719801613,Clothing
16,2022-01-20,159.5832524530882,Home & Garden
16,2022-02-13,430.40387470836384,Electronics
16,2022-05-25,269.8087734298478,Electronics
16,2022-06-08,156.261618056732,Sports
16,2022-07-15,317.5400828480453,Clothing
16,2022-07-18,386.8909882404268,Books
